Zugnummer;Zug;Ergebnis
135;g7;1/2-1/2
136;Kd7;1/2-1/2
137;g8=B;1/2-1/2
1;e4;1-0
2;e5;1-0
3;Nf3;1-0
4;d6;1-0
5;c4;1-0
6;c5;1-0
7;d3;1-0
8;Nc6;1-0
9;Nc3;1-0
10;g6;1-0
11;Rb1;1-0
12;Qh4;1-0
13;Nxh4;1-0
14;Be7;1-0
15;Nf3;1-0
16;f5;1-0
17;Nb5;1-0
18;Nf6;1-0
19;Nc7+;1-0
20;Kd8;1-0
21;Nxa8;1-0
22;h6;1-0
23;h3;1-0
24;g5;1-0
25;Be2;1-0
26;Nd7;1-0
27;exf5;1-0
28;Nf6;1-0
29;Qd2;1-0
30;Bxf5;1-0
31;Qd1;1-0
32;Kc8;1-0
33;Nh2;1-0
34;h5;1-0
35;Bxg5;1-0
36;Rg8;1-0
37;Bxf6;1-0
38;Bxf6;1-0
39;Bxh5;1-0
40;Rf8;1-0
41;Bg4;1-0
42;Nd8;1-0
43;Bxf5+;1-0
44;Kb8;1-0
45;Be4;1-0
46;Kc8;1-0
47;Qg4+;1-0
48;Kb8;1-0
49;Qd7;1-0
50;Rf7;1-0
51;Qxd6+;1-0
52;Kxa8;1-0
53;Nf3;1-0
54;a5;1-0
55;Kd1;1-0
56;Be7;1-0
57;Qxe5;1-0
58;Bf6;1-0
59;Qh5;1-0
60;Re7;1-0
61;Re1;1-0
62;Bc3;1-0
63;bxc3;1-0
64;Kb8;1-0
65;Qxc5;1-0
66;Rc7;1-0
67;Qd6;1-0
68;Kc8;1-0
69;Bf5+;1-0
70;Kb8;1-0
71;Qxd8+;1-0
72;Rc8;1-0
73;Qxc8+;1-0
74;Ka7;1-0
75;Qxb7#;1-0
1;a3;1-0
2;e5;1-0
3;c4;1-0
4;Nf6;1-0
5;g4;1-0
6;Nxg4;1-0
7;e3;1-0
8;d6;1-0
9;d4;1-0
10;Be7;1-0
11;h3;1-0
12;c5;1-0
13;Qxg4;1-0
14;Bxg4;1-0
15;hxg4;1-0
16;exd4;1-0
17;Ne2;1-0
18;Nc6;1-0
19;exd4;1-0
20;Nb8;1-0
21;g5;1-0
22;Bxg5;1-0
23;Nbc3;1-0
24;Bxc1;1-0
25;Rxc1;1-0
26;Nd7;1-0
27;Rd1;1-0
28;Qg5;1-0
29;dxc5;1-0
30;Qd8;1-0
31;cxd6;1-0
32;g5;1-0
33;b4;1-0
34;Nb8;1-0
35;Bg2;1-0
36;Nc6;1-0
37;d7+;1-0
38;Kf8;1-0
39;c5;1-0
40;b6;1-0
41;Bxc6;1-0
42;Rb8;1-0
43;Be4;1-0
44;bxc5;1-0
45;bxc5;1-0
46;Rb1;1-0
47;Bxb1;1-0
48;h5;1-0
49;a4;1-0
50;h4;1-0
51;Kf1;1-0
52;Kg7;1-0
53;Bh7;1-0
54;Qe7;1-0
55;Be4;1-0
56;f5;1-0
57;Nd4;1-0
58;Kf7;1-0
59;Bxf5;1-0
60;Qxc5;1-0
61;Rh3;1-0
62;Qc4+;1-0
63;Kg2;1-0
64;Rd8;1-0
65;Rf3;1-0
66;Qc7;1-0
67;a5;1-0
68;Qxa5;1-0
69;Ne6;1-0
70;Kg8;1-0
71;Rd5;1-0
72;Rxd7;1-0
73;Rxd7;1-0
74;Qb4;1-0
75;Bh7+;1-0
76;Kh8;1-0
77;Rf8+;1-0
78;Qxf8;1-0
79;Nxf8;1-0
80;h3+;1-0
81;Kh2;1-0
82;a5;1-0
83;Ng6#;1-0
1;g3;1-0
2;e5;1-0
3;c4;1-0
4;c6;1-0
5;Qc2;1-0
6;a5;1-0
7;Nf3;1-0
8;d6;1-0
9;d4;1-0
10;Bd7;1-0
11;dxe5;1-0
12;dxe5;1-0
13;Nxe5;1-0
14;Be6;1-0
15;Bg2;1-0
16;Bd6;1-0
17;Nf3;1-0
18;Nf6;1-0
19;O-O;1-0
20;O-O;1-0
21;Kh1;1-0
22;Na6;1-0
23;b3;1-0
24;a4;1-0
25;Ba3;1-0
26;Bg4;1-0
27;Rd1;1-0
28;axb3;1-0
29;axb3;1-0
30;c5;1-0
31;Nc3;1-0
32;Nb4;1-0
33;Qd2;1-0
34;Bc7;1-0
35;Qe3;1-0
36;Qb8;1-0
37;Qxc5;1-0
38;Ra5;1-0
39;Qxb4;1-0
40;Re8;1-0
41;Kg1;1-0
42;g5;1-0
43;Nd5;1-0
44;Rxd5;1-0
45;cxd5;1-0
46;Ne4;1-0
47;d6;1-0
48;Bxd6;1-0
49;Rxd6;1-0
50;Qxd6;1-0
51;e3;1-0
52;Qf6;1-0
53;Qd4;1-0
54;Qf5;1-0
55;Bb2;1-0
56;f6;1-0
57;Qd1;1-0
58;Kg7;1-0
59;Qe2;1-0
60;Rd8;1-0
61;h3;1-0
62;Rd2;1-0
63;Nxd2;1-0
64;Bxe2;1-0
65;Nxe4;1-0
66;Bf3;1-0
67;Ra3;1-0
68;Bxg2;1-0
69;Ra5;1-0
70;Qxa5;1-0
71;Kxg2;1-0
72;Qa1;1-0
73;Bxa1;1-0
74;h6;1-0
75;Bxf6+;1-0
76;Kg8;1-0
77;g4;1-0
78;Kh7;1-0
79;Kf1;1-0
80;Kg6;1-0
81;Bd8;1-0
82;Kf7;1-0
83;f3;1-0
84;b5;1-0
85;Ke2;1-0
86;Kg7;1-0
87;Bb6;1-0
88;b4;1-0
89;Kd3;1-0
90;Kg6;1-0
91;Kc2;1-0
92;Kf7;1-0
93;Kd3;1-0
94;h5;1-0
95;Kd4;1-0
96;Ke6;1-0
97;Bc5;1-0
98;Kf7;1-0
99;Kd5;1-0
100;Ke8;1-0
101;Ke6;1-0
102;h4;1-0
103;Bb6;1-0
104;Kf8;1-0
105;Nf6;1-0
106;Kg7;1-0
107;Nd7;1-0
108;Kh8;1-0
109;Kf7;1-0
110;Kh7;1-0
111;Bd4;1-0
112;Kh6;1-0
113;Bf6;1-0
114;Kh7;1-0
115;Nf8+;1-0
116;Kh6;1-0
117;Bg7#;1-0
1;e4;1-0
2;c5;1-0
3;c3;1-0
4;d5;1-0
5;f4;1-0
6;dxe4;1-0
7;d3;1-0
8;Nf6;1-0
9;dxe4;1-0
10;Qxd1+;1-0
11;Kxd1;1-0
12;Nxe4;1-0
13;Ke1;1-0
14;Nd6;1-0
15;c4;1-0
16;Bd7;1-0
17;Nc3;1-0
18;Nc6;1-0
19;Be3;1-0
20;Rb8;1-0
21;Bxc5;1-0
22;g6;1-0
23;Rd1;1-0
24;Bg7;1-0
25;Bxd6;1-0
26;exd6;1-0
27;Rxd6;1-0
28;Rc8;1-0
29;a4;1-0
30;Na5;1-0
31;Nf3;1-0
32;Nxc4;1-0
33;Ne4;1-0
34;Kf8;1-0
35;Rxd7;1-0
36;Nb6;1-0
37;Rxb7;1-0
38;Rc2;1-0
39;Be2;1-0
40;f5;1-0
41;Neg5;1-0
42;Rxb2;1-0
43;Ne6+;1-0
44;Kg8;1-0
45;Rxg7#;1-0
1;d4;1-0
2;d5;1-0
3;c4;1-0
4;e6;1-0
5;Nf3;1-0
6;Nf6;1-0
7;Nc3;1-0
8;c6;1-0
9;e3;1-0
10;Nbd7;1-0
11;Qc2;1-0
12;Bd6;1-0
13;Qd3;1-0
14;dxc4;1-0
15;Qxc4;1-0
16;e5;1-0
17;a4;1-0
18;O-O;1-0
19;Ra2;1-0
20;Qc7;1-0
21;Qd3;1-0
22;exd4;1-0
23;exd4;1-0
24;Nb6;1-0
25;Be2;1-0
26;Nbd5;1-0
27;Nxd5;1-0
28;Bd7;1-0
29;Nxc7;1-0
30;g5;1-0
31;Ne5;1-0
32;Bxc7;1-0
33;Bxg5;1-0
34;Bxe5;1-0
35;dxe5;1-0
36;Rab8;1-0
37;Bxf6;1-0
38;Rfd8;1-0
39;Qg3+;1-0
40;Kf8;1-0
41;Qd3;1-0
42;Be6;1-0
43;Qxh7;1-0
44;Ke8;1-0
45;Ra1;1-0
46;Kd7;1-0
47;Rf1;1-0
48;Kc7;1-0
49;Rg1;1-0
50;Rd4;1-0
51;Qc2;1-0
52;Rbd8;1-0
53;Bxd8+;1-0
54;Kb8;1-0
55;Bg5;1-0
56;Rd5;1-0
57;Bd2;1-0
58;b5;1-0
59;axb5;1-0
60;Rd8;1-0
61;Be3;1-0
62;Rd4;1-0
63;Bxd4;1-0
64;Bd5;1-0
65;Rxa7;1-0
66;c5;1-0
67;Qd3;1-0
68;Be4;1-0
69;Qxe4;1-0
70;Kc8;1-0
71;Qa8#;1-0
1;e4;0-1
2;c5;0-1
3;Qf3;0-1
4;Nc6;0-1
5;Ba6;0-1
6;bxa6;0-1
7;d4;0-1
8;Nxd4;0-1
9;Qd3;0-1
10;d6;0-1
11;Nc3;0-1
12;e5;0-1
13;f4;0-1
14;Nf6;0-1
15;Nf3;0-1
16;Be7;0-1
17;fxe5;0-1
18;dxe5;0-1
19;h3;0-1
20;c4;0-1
21;Qd1;0-1
22;Qb6;0-1
23;Nxe5;0-1
24;Bxh3;0-1
25;Rxh3;0-1
26;Qd8;0-1
27;Be3;0-1
28;Ne6;0-1
29;Qf3;0-1
30;Qc7;0-1
31;Qf5;0-1
32;Qd7;0-1
33;Nxf7;0-1
34;Kxf7;0-1
35;Rd1;0-1
36;Qb7;0-1
37;e5;0-1
38;Qxb2;0-1
39;Kf2;0-1
40;g6;0-1
41;Bd2;0-1
42;gxf5;0-1
43;a4;0-1
44;Ng4+;0-1
45;Kf1;0-1
46;Rhg8;0-1
47;Nd5;0-1
48;Qxc2;0-1
49;Ke1;0-1
50;Rg7;0-1
51;Nf6;0-1
52;Qc3;0-1
53;Rd3;0-1
54;Qxe5+;0-1
55;Kf1;0-1
56;Kxf6;0-1
57;Bc3;0-1
58;cxd3;0-1
59;Bxe5+;0-1
60;Nxe5;0-1
61;Kg1;0-1
62;Rd8;0-1
63;Kh2;0-1
64;d2;0-1
65;g3;0-1
66;Nf3+;0-1
67;Kh3;0-1
68;Rdg8;0-1
69;Kg2;0-1
70;Kg6;0-1
71;Kxf3;0-1
72;Rd8;0-1
73;Kf2;0-1
74;Rd6;0-1
75;g4;0-1
76;fxg4;0-1
77;Kg2;0-1
78;Bd8;0-1
79;Kh2;0-1
80;Rd3;0-1
81;Rb1;0-1
82;Nf4;0-1
83;Kh1;0-1
84;d1=Q+;0-1
85;Rxd1;0-1
86;Rxd1+;0-1
87;Kh2;0-1
88;Bh4;0-1
89;a5;0-1
90;g3#;0-1
1;e4;1-0
2;c5;1-0
3;Nf3;1-0
4;d6;1-0
5;d4;1-0
6;cxd4;1-0
7;Nxd4;1-0
8;Qa5+;1-0
9;Nc3;1-0
10;Nf6;1-0
11;Bd2;1-0
12;Qb6;1-0
13;Be3;1-0
14;a6;1-0
15;Ne6;1-0
16;Qa5;1-0
17;Nxf8;1-0
18;Nbd7;1-0
19;Nxd7;1-0
20;Bxd7;1-0
21;f3;1-0
22;Rc8;1-0
23;Qd2;1-0
24;d5;1-0
25;e5;1-0
26;Rc5;1-0
27;exf6;1-0
28;O-O;1-0
29;fxe7;1-0
30;Rfc8;1-0
31;Bd3;1-0
32;R5c6;1-0
33;Kf1;1-0
34;Qb4;1-0
35;Ne2;1-0
36;Qxd2;1-0
37;Bxd2;1-0
38;Re6;1-0
39;Nd4;1-0
40;Rxe7;1-0
41;Kf2;1-0
42;h5;1-0
43;Bh6;1-0
44;Re2+;1-0
45;Kg3;1-0
46;h4+;1-0
47;Kxh4;1-0
48;Rxg2;1-0
49;Rag1;1-0
50;Rxg1;1-0
51;Rxg1;1-0
52;f6;1-0
53;Rxg7+;1-0
54;Kh8;1-0
55;Rxd7;1-0
56;f5;1-0
57;Nxf5;1-0
58;Rg8;1-0
59;Ne7;1-0
60;d4;1-0
61;Be3;1-0
62;dxe3;1-0
63;Nxg8;1-0
64;Kxg8;1-0
65;Rxb7;1-0
66;Kf8;1-0
67;Rb5;1-0
68;axb5;1-0
69;a4;1-0
70;bxa4;1-0
71;f4;1-0
72;e2;1-0
73;Bxe2;1-0
74;a3;1-0
75;bxa3;1-0
76;Ke7;1-0
77;Kg4;1-0
78;Kd6;1-0
79;Kf3;1-0
80;Kc5;1-0
81;Bb5;1-0
82;Kd6;1-0
83;Ke4;1-0
84;Kc5;1-0
85;Be2;1-0
86;Kd6;1-0
87;f5;1-0
88;Ke7;1-0
89;Ke5;1-0
90;Kf7;1-0
91;Bh5+;1-0
92;Ke7;1-0
93;f6+;1-0
94;Kf8;1-0
95;Kd4;1-0
96;Kg8;1-0
97;Bg6;1-0
98;Kh8;1-0
99;c4;1-0
100;Kg8;1-0
101;Be4;1-0
102;Kf7;1-0
103;Ke5;1-0
104;Ke8;1-0
105;Ke6;1-0
106;Kf8;1-0
107;Bg6;1-0
108;Kg8;1-0
109;c5;1-0
110;Kh8;1-0
111;h4;1-0
112;Kg8;1-0
113;h5;1-0
114;Kh8;1-0
115;c6;1-0
116;Kg8;1-0
117;c7;1-0
118;Kh8;1-0
119;c8=Q#;1-0
1;h4;1-0
2;e5;1-0
3;c4;1-0
4;Nf6;1-0
5;Nc3;1-0
6;Bb4;1-0
7;d3;1-0
8;O-O;1-0
9;Bd2;1-0
10;Bc5;1-0
11;Nf3;1-0
12;d6;1-0
13;e3;1-0
14;a5;1-0
15;Be2;1-0
16;Nh5;1-0
17;a3;1-0
18;Nc6;1-0
19;d4;1-0
20;exd4;1-0
21;exd4;1-0
22;Bb6;1-0
23;Na4;1-0
24;Ba7;1-0
25;Nc3;1-0
26;b5;1-0
27;Nxb5;1-0
28;Ne7;1-0
29;Nxa7;1-0
30;Rxa7;1-0
31;Rh2;1-0
32;f5;1-0
33;Kf1;1-0
34;h6;1-0
35;Kg1;1-0
36;c6;1-0
37;Qc2;1-0
38;Re8;1-0
39;Re1;1-0
40;Ng6;1-0
41;Bf1;1-0
42;c5;1-0
43;Qd1;1-0
44;Rae7;1-0
45;Rxe7;1-0
46;Qxe7;1-0
47;Bxa5;1-0
48;Ngf4;1-0
49;Be1;1-0
50;cxd4;1-0
51;Qxd4;1-0
52;Bb7;1-0
53;Bc3;1-0
54;Bxf3;1-0
55;gxf3;1-0
56;Qb7;1-0
57;Rg2;1-0
58;Re6;1-0
59;b4;1-0
60;Qxf3;1-0
61;Rxg7+;1-0
62;Kh8;1-0
63;Rg3+;1-0
64;Re5;1-0
65;Rxf3;1-0
66;Kg8;1-0
67;Ba1;1-0
68;Re1;1-0
69;Re3;1-0
70;Rxa1;1-0
71;Qxa1;1-0
72;Kf7;1-0
73;Qb1;1-0
74;Ng7;1-0
75;b5;1-0
76;Ng6;1-0
77;Bg2;1-0
78;Nf4;1-0
79;Bd5+;1-0
80;Nfe6;1-0
81;Bxe6+;1-0
82;Kf8;1-0
83;Bd5;1-0
84;f4;1-0
85;Qg6;1-0
86;Ne6;1-0
87;Rxe6;1-0
88;f3;1-0
89;Rxd6;1-0
90;Ke7;1-0
91;Qe6+;1-0
92;Kf8;1-0
93;Qf7#;1-0
1;e4;0-1
2;e5;0-1
3;Nf3;0-1
4;Nc6;0-1
5;Bb5;0-1
6;a6;0-1
7;Ba4;0-1
8;Nf6;0-1
9;O-O;0-1
10;Nb8;0-1
11;Nxe5;0-1
12;Ke7;0-1
13;d3;0-1
14;Ng8;0-1
15;c3;0-1
16;c5;0-1
17;Bb3;0-1
18;c4;0-1
19;Bxc4;0-1
20;Nh6;0-1
21;Be6;0-1
22;dxe6;0-1
23;Qh5;0-1
24;Qe8;0-1
25;Be3;0-1
26;Ra7;0-1
27;Bc5+;0-1
28;Kd8;0-1
29;Bb6+;0-1
30;Ke7;0-1
31;Bxa7;0-1
32;Nd7;0-1
33;Nxd7;0-1
34;Kxd7;0-1
35;Nd2;0-1
36;e5;0-1
37;Nc4;0-1
38;Kc7;0-1
39;Bb6+;0-1
40;Kb8;0-1
41;Qxe5+;0-1
42;Bd6;0-1
43;Qxd6+;0-1
44;Ka8;0-1
45;Bd4;0-1
46;Qd8;0-1
47;Qc7;0-1
48;Qxc7;0-1
49;a3;0-1
50;f6;0-1
51;a4;0-1
52;Be6;0-1
53;Ne5;0-1
54;fxe5;0-1
55;Be3;0-1
56;Rg8;0-1
57;f3;0-1
58;Nf7;0-1
59;a5;0-1
60;Qd7;0-1
61;d4;0-1
62;exd4;0-1
63;cxd4;0-1
64;Bc4;0-1
65;Rf2;0-1
66;Rd8;0-1
67;Rc2;0-1
68;g5;0-1
69;Rxc4;0-1
70;Nd6;0-1
71;Rc2;0-1
72;g4;0-1
73;d5;0-1
74;gxf3;0-1
75;e5;0-1
76;Qf5;0-1
77;Rf2;0-1
78;Qxe5;0-1
79;Ba7;0-1
80;Kxa7;0-1
81;Rxf3;0-1
82;Qxd5;0-1
83;Re1;0-1
84;Qd4+;0-1
85;Ree3;0-1
86;Nc4;0-1
87;Kf2;0-1
88;Nxe3;0-1
89;Rxe3;0-1
90;Re8;0-1
91;g3;0-1
92;Qxe3+;0-1
93;Kg2;0-1
94;Qe2+;0-1
95;Kh3;0-1
96;Re4;0-1
97;b3;0-1
98;Qf1#;0-1
1;e4;0-1
2;g5;0-1
3;Ne2;0-1
4;e6;0-1
5;b4;0-1
6;d5;0-1
7;a3;0-1
8;Bg7;0-1
9;Nbc3;0-1
10;f5;0-1
11;exd5;0-1
12;exd5;0-1
13;Na4;0-1
14;Bxa1;0-1
15;c3;0-1
16;Bd7;0-1
17;Nd4;0-1
18;Nf6;0-1
19;Be2;0-1
20;Nc6;0-1
21;Nc2;0-1
22;b6;0-1
23;O-O;0-1
24;h6;0-1
25;Nxa1;0-1
26;O-O;0-1
27;d4;0-1
28;Qe7;0-1
29;Nc2;0-1
30;Nxb4;0-1
31;Nxb6;0-1
32;axb6;0-1
33;cxb4;0-1
34;Ba4;0-1
35;Be3;0-1
36;Rfd8;0-1
37;Bd3;0-1
38;f4;0-1
39;Bc1;0-1
40;Qd7;0-1
41;Re1;0-1
42;Rf8;0-1
43;Re8;0-1
44;Raxe8;0-1
45;Bd2;0-1
46;Kg7;0-1
47;b5;0-1
48;Bxb5;0-1
49;Nb4;0-1
50;Bxd3;0-1
51;Nxd3;0-1
52;Qf5;0-1
53;Bb4;0-1
54;Rf7;0-1
55;a4;0-1
56;g4;0-1
57;a5;0-1
58;c6;0-1
59;Ba3;0-1
60;Qxd3;0-1
61;Qxd3;0-1
62;Re1+;0-1
63;Qf1;0-1
64;Rxf1+;0-1
65;Kxf1;0-1
66;Nh5;0-1
67;axb6;0-1
68;Rb7;0-1
69;Bc5;0-1
70;Nf6;0-1
71;Be7;0-1
72;Rxe7;0-1
73;b7;0-1
74;Rc7;0-1
75;b8=Q;0-1
76;Ne8;0-1
77;Qxe8;0-1
78;Rf7;0-1
79;Qc8;0-1
80;h5;0-1
81;Qxc6;0-1
82;Rd7;0-1
83;Ke1;0-1
84;Rb7;0-1
85;Qd7+;0-1
86;Rxd7;0-1
87;Kd2;0-1
88;Ra7;0-1
89;Kc3;0-1
90;Ra2;0-1
91;Kb4;0-1
92;Ra5;0-1
93;Kxa5;0-1
94;g3;0-1
95;fxg3;0-1
96;fxg3;0-1
97;hxg3;0-1
98;Kf6;0-1
99;Ka6;0-1
100;Kg5;0-1
101;Kb6;0-1
102;Kg4;0-1
103;Kc5;0-1
104;Kxg3;0-1
105;Kxd5;0-1
106;Kxg2;0-1
107;Ke4;0-1
108;h4;0-1
109;Kd3;0-1
110;Kf3;0-1
111;Kc3;0-1
112;h3;0-1
113;d5;0-1
114;h2;0-1
115;d6;0-1
116;h1=Q;0-1
117;d7;0-1
118;Qd1;0-1
119;d8=Q;0-1
120;Qxd8;0-1
121;Kc2;0-1
122;Ke4;0-1
123;Kc3;0-1
124;Qd6;0-1
125;Kc4;0-1
126;Qd4+;0-1
127;Kb3;0-1
128;Kd3;0-1
129;Ka2;0-1
130;Qb4;0-1
131;Ka1;0-1
132;Kc3;0-1
133;Ka2;0-1
134;Qb2#;0-1
1;e4;1-0
2;e5;1-0
3;Nf3;1-0
4;Be7;1-0
5;Nxe5;1-0
6;Nf6;1-0
7;Nc6;1-0
8;Nxc6;1-0
9;d4;1-0
10;Nxe4;1-0
11;d5;1-0
12;Bc5;1-0
13;Qe2;1-0
14;O-O;1-0
15;Qxe4;1-0
16;Re8;1-0
17;Nc3;1-0
18;Rxe4+;1-0
19;Nxe4;1-0
20;Nb4;1-0
21;Bf4;1-0
22;Nxc2+;1-0
23;Kd1;1-0
24;Nxa1;1-0
25;d6;1-0
26;Bxd6;1-0
27;Nxd6;1-0
28;Kf8;1-0
29;Bd3;1-0
30;Qf6;1-0
31;Re1;1-0
32;Qh6;1-0
33;Re8#;1-0
1;e4;1-0
2;c5;1-0
3;f3;1-0
4;e6;1-0
5;d4;1-0
6;cxd4;1-0
7;Qxd4;1-0
8;Nc6;1-0
9;Qf2;1-0
10;Nf6;1-0
11;Nc3;1-0
12;d5;1-0
13;exd5;1-0
14;Nxd5;1-0
15;Nxd5;1-0
16;Qxd5;1-0
17;Be3;1-0
18;Qa5+;1-0
19;c3;1-0
20;Be7;1-0
21;Ne2;1-0
22;O-O;1-0
23;Qh4;1-0
24;Nd4;1-0
25;Qh5;1-0
26;Qf5;1-0
27;Qxf5;1-0
28;Nxf5;1-0
29;Rb1;1-0
30;Nxe3;1-0
31;c4;1-0
32;Nf5;1-0
33;Rd1;1-0
34;a5;1-0
35;a3;1-0
36;a4;1-0
37;Nc3;1-0
38;Bf6;1-0
39;Kf2;1-0
40;Rb8;1-0
41;Nxa4;1-0
42;b6;1-0
43;Bd3;1-0
44;Bd4+;1-0
45;Ke2;1-0
46;Bg1;1-0
47;Rhxg1;1-0
48;Nd4+;1-0
49;Ke3;1-0
50;e5;1-0
51;Nc3;1-0
52;Be6;1-0
53;Nb5;1-0
54;Nb3;1-0
55;Nc7;1-0
56;Ra8;1-0
57;Nxa8;1-0
58;Rxa8;1-0
59;Rdf1;1-0
60;Bd5;1-0
61;cxd5;1-0
62;g5;1-0
63;Be4;1-0
64;Nd4;1-0
65;Rd1;1-0
66;f5;1-0
67;Bb1;1-0
68;Ra4;1-0
69;Kf2;1-0
70;Ra5;1-0
71;d6;1-0
72;Kh8;1-0
73;d7;1-0
74;Rb5;1-0
75;h4;1-0
76;Rd5;1-0
77;Rge1;1-0
78;Rxd7;1-0
79;Rxe5;1-0
80;Rd6;1-0
81;Kf1;1-0
82;h6;1-0
83;Re7;1-0
84;gxh4;1-0
85;Ba2;1-0
86;h5;1-0
87;f4;1-0
88;h3;1-0
89;gxh3;1-0
90;b5;1-0
91;Rd3;1-0
92;h4;1-0
93;Bg8;1-0
94;Kxg8;1-0
95;Re1;1-0
96;Rd5;1-0
97;Red1;1-0
98;Rc5;1-0
99;Rxd4;1-0
100;Kg7;1-0
101;Kf2;1-0
102;Kf7;1-0
103;Rd7+;1-0
104;Ke8;1-0
105;R7d5;1-0
106;Rc2+;1-0
107;R1d2;1-0
108;Rc6;1-0
109;Re5+;1-0
110;Kf7;1-0
111;Rxf5+;1-0
112;Ke6;1-0
113;Rxb5;1-0
114;Rc1;1-0
115;Re5+;1-0
116;Kf6;1-0
117;Rd4;1-0
118;Rc2+;1-0
119;Kf3;1-0
120;Rc7;1-0
121;Rd6+;1-0
122;Kf7;1-0
123;a4;1-0
124;Rc1;1-0
125;a5;1-0
126;Rd1;1-0
127;Re7+;1-0
128;Kf8;1-0
129;Kg4;1-0
130;Rg1+;1-0
131;Kf3;1-0
132;Kxe7;1-0
133;Rh6;1-0
134;Kd8;1-0
135;a6;1-0
136;Kc7;1-0
137;f5;1-0
138;Rb1;1-0
139;f6;1-0
140;Kd8;1-0
141;Kf4;1-0
142;Kd7;1-0
143;a7;1-0
144;Ra1;1-0
145;Rh8;1-0
146;Rf1+;1-0
147;Kg5;1-0
148;Rxf6;1-0
149;Rh6;1-0
150;Rf8;1-0
151;Kxh4;1-0
152;Kc7;1-0
153;Re6;1-0
154;Kb7;1-0
155;Kg5;1-0
156;Rb8;1-0
157;Kf5;1-0
158;Rh8;1-0
159;Kg4;1-0
160;Rxh3;1-0
161;Kxh3;1-0
162;Kxa7;1-0
163;Kg4;1-0
164;Kb7;1-0
165;Kg5;1-0
166;Kc8;1-0
167;Kf6;1-0
168;Kb7;1-0
169;Ke7;1-0
170;Kc7;1-0
171;Rh6;1-0
172;Kc8;1-0
173;Kd6;1-0
174;Kb7;1-0
175;Ke5;1-0
176;Kc7;1-0
177;Rh5;1-0
178;Kd7;1-0
179;b4;1-0
180;Kc6;1-0
181;Ke6;1-0
182;Kc7;1-0
183;Rc5+;1-0
184;Kb6;1-0
185;Kd6;1-0
186;Kb7;1-0
187;Kd5;1-0
188;Kb6;1-0
189;b5;1-0
190;Ka5;1-0
191;Kc6;1-0
192;Ka4;1-0
193;b6;1-0
194;Ka3;1-0
195;b7;1-0
196;Kb3;1-0
197;b8=Q+;1-0
198;Ka4;1-0
199;Rc1;1-0
200;Ka3;1-0
201;Ra1#;1-0
1;e4;1-0
2;c5;1-0
3;Nf3;1-0
4;d6;1-0
5;d4;1-0
6;Nd7;1-0
7;c3;1-0
8;e6;1-0
9;Bd3;1-0
10;Be7;1-0
11;O-O;1-0
12;Ngf6;1-0
13;Re1;1-0
14;O-O;1-0
15;h3;1-0
16;a6;1-0
17;a4;1-0
18;Re8;1-0
19;Nbd2;1-0
20;a5;1-0
21;e5;1-0
22;Nd5;1-0
23;Nc4;1-0
24;Nf8;1-0
25;exd6;1-0
26;Bxd6;1-0
27;Be4;1-0
28;Nf6;1-0
29;Bg5;1-0
30;Bd7;1-0
31;Bxf6;1-0
32;gxf6;1-0
33;b3;1-0
34;Bc6;1-0
35;Qe2;1-0
36;Qc7;1-0
37;Rad1;1-0
38;Rab8;1-0
39;Nxd6;1-0
40;Qxd6;1-0
41;Qc2;1-0
42;b5;1-0
43;axb5;1-0
44;Bxb5;1-0
45;c4;1-0
46;Bc6;1-0
47;Qb2;1-0
48;Bxe4;1-0
49;Rxe4;1-0
50;Qc7;1-0
51;d5;1-0
52;exd5;1-0
53;Rxe8;1-0
54;Rxe8;1-0
55;cxd5;1-0
56;Qf4;1-0
57;Qd4;1-0
58;h5;1-0
59;Qxf4;1-0
60;Ng6;1-0
61;Qc4;1-0
62;Rb8;1-0
63;Kh1;1-0
64;Kg7;1-0
65;d6;1-0
66;a4;1-0
67;Qe2;1-0
68;axb3;1-0
69;d7;1-0
70;b2;1-0
71;Rb1;1-0
72;Ra8;1-0
73;Qxb2;1-0
74;Rf8;1-0
75;Qb6;1-0
76;Rc8;1-0
77;dxc8=R;1-0
78;Ne7;1-0
79;Rb8;1-0
80;c4;1-0
81;Qd8;1-0
82;c3;1-0
83;Nh4;1-0
84;c2;1-0
85;Qh8#;1-0
1;e4;1/2-1/2
2;e5;1/2-1/2
3;Nf3;1/2-1/2
4;d5;1/2-1/2
5;Nxe5;1/2-1/2
6;Bd6;1/2-1/2
7;d4;1/2-1/2
8;dxe4;1/2-1/2
9;g3;1/2-1/2
10;Bxe5;1/2-1/2
11;dxe5;1/2-1/2
12;Qxd1+;1/2-1/2
13;Kxd1;1/2-1/2
14;Bg4+;1/2-1/2
15;Be2;1/2-1/2
16;g5;1/2-1/2
17;Kd2;1/2-1/2
18;Bf3;1/2-1/2
19;Bxf3;1/2-1/2
20;Nf6;1/2-1/2
21;exf6;1/2-1/2
22;Kf8;1/2-1/2
23;Bxe4;1/2-1/2
24;Nd7;1/2-1/2
25;Bxb7;1/2-1/2
26;Rb8;1/2-1/2
27;Bg2;1/2-1/2
28;h5;1/2-1/2
29;Kc3;1/2-1/2
30;h4;1/2-1/2
31;Na3;1/2-1/2
32;h3;1/2-1/2
33;Bc6;1/2-1/2
34;Ne5;1/2-1/2
35;Rb1;1/2-1/2
36;Nxc6;1/2-1/2
37;b4;1/2-1/2
